chrom	start	end	peak_midpoint	nearest_gene_name	nearest_gene_id	nearest_gene_type	nearest_gene_strand	distance_to_tss
chr1	16656416	16657612	16657014	Eloc	ENSMUSG00000079658.9	protein_coding	-	-27
chr1	16664991	16665796	16665393	Tmem70	ENSMUSG00000025940.6	protein_coding	+	187
chr1	16687965	16689120	16688542	Ly96	ENSMUSG00000025779.10	protein_coding	+	492
chr1	17727058	17728025	17727541	Gm16070	ENSMUSG00000085125.7	antisense	-	-104
chr1	20803303	20803827	20803565	Il17f	ENSMUSG00000041872.9	protein_coding	-	12949
chr1	20817155	20817678	20817416	Mcm3	ENSMUSG00000041859.10	protein_coding	-	-2895
chr1	20819949	20820643	20820296	Mcm3	ENSMUSG00000041859.10	protein_coding	-	-15
chr1	20890289	20891612	20890950	Paqr8	ENSMUSG00000025931.15	protein_coding	+	345
chr1	20951157	20952198	20951677	Efhc1	ENSMUSG00000041809.5	protein_coding	+	52
chr1	20997867	20998330	20998098	Efhc1	ENSMUSG00000041809.5	protein_coding	+	46473
chr1	21014412	21014977	21014694	Efhc1	ENSMUSG00000041809.5	protein_coding	+	63069
chr1	21078694	21079842	21079268	Tram2	ENSMUSG00000041779.5	protein_coding	-	40
chr1	21089595	21090113	21089854	Gm28287	ENSMUSG00000099971.1	antisense	+	9741
chr1	21101236	21101659	21101447	Gm28287	ENSMUSG00000099971.1	antisense	+	21334
chr1	21166210	21166863	21166536	Gm2693	ENSMUSG00000100819.1	unprocessed_pseudogene	+	-12451
chr1	21218409	21219002	21218705	Tmem14a	ENSMUSG00000025933.15	protein_coding	+	131
chr1	22805664	22806458	22806061	Rims1	ENSMUSG00000041670.17	protein_coding	-	68
chr1	23109093	23109640	23109366	Ppp1r14bl	ENSMUSG00000073730.2	protein_coding	-	7114
chr1	23184513	23185172	23184842	Gm29506	ENSMUSG00000101227.1	sense_overlapping	-	-50830
chr1	23255838	23257096	23256467	Gm6420	ENSMUSG00000102766.1	TEC	-	61
chr1	23286747	23287139	23286943	Gm27028	ENSMUSG00000097970.1	lincRNA	+	-4593
chr1	23382722	23383744	23383233	Ogfrl1	ENSMUSG00000026158.11	protein_coding	-	-14538
chr1	23399583	23399948	23399765	Ogfrl1	ENSMUSG00000026158.11	protein_coding	-	1994
chr1	23921582	23922611	23922096	Smap1	ENSMUSG00000026155.13	protein_coding	-	-220
chr1	24005341	24006017	24005679	Sdhaf4	ENSMUSG00000026154.4	protein_coding	-	24
chr1	24099655	24100882	24100268	Fam135a	ENSMUSG00000026153.15	protein_coding	-	-72
chr1	24194110	24194651	24194380	Col9a1	ENSMUSG00000026147.16	protein_coding	+	16771
chr1	24678187	24679325	24678756	Lmbrd1	ENSMUSG00000073725.8	protein_coding	+	127
chr1	24699333	24699797	24699565	Lmbrd1	ENSMUSG00000073725.8	protein_coding	+	20936
chr1	30872781	30874346	30873563	Phf3	ENSMUSG00000048874.15	protein_coding	-	-357
chr1	30949570	30950336	30949953	Ptp4a1	ENSMUSG00000117310.2	protein_coding	-	184
chr1	31019212	31019863	31019537	Gm28644	ENSMUSG00000100237.1	lincRNA	+	-22381
chr1	31050211	31050699	31050455	Gm28644	ENSMUSG00000100237.1	lincRNA	+	8537
chr1	33669582	33670091	33669836	1700001G17Rik	ENSMUSG00000103746.1	TEC	+	13
chr1	33670150	33670676	33670413	1700001G17Rik	ENSMUSG00000103746.1	TEC	+	590
chr1	33719638	33720515	33720076	Rab23	ENSMUSG00000004768.14	protein_coding	+	190
chr1	33757340	33758127	33757733	Bag2	ENSMUSG00000042215.8	protein_coding	-	-61
chr1	33813827	33814787	33814307	Zfp451	ENSMUSG00000042197.13	protein_coding	-	-287
chr1	33907428	33908432	33907930	Bend6	ENSMUSG00000042182.16	protein_coding	-	115
chr1	34010947	34011898	34011422	Gm38157	ENSMUSG00000103364.1	TEC	+	-20677
chr1	34028778	34029180	34028979	Gm38157	ENSMUSG00000103364.1	TEC	+	-3120
chr1	34218342	34218668	34218505	Gm26788	ENSMUSG00000096992.3	processed_transcript	-	40060
chr1	34236195	34236877	34236536	A930005N03Rik	ENSMUSG00000103001.1	TEC	-	-34591
chr1	34388902	34389846	34389374	Gm5266	ENSMUSG00000101206.1	processed_pseudogene	+	22004
chr1	34434689	34435250	34434969	Gm37233	ENSMUSG00000102336.1	lincRNA	-	1706
chr1	34439099	34440243	34439671	Ccdc115	ENSMUSG00000042111.9	protein_coding	-	0
chr1	34459324	34460086	34459705	Ptpn18	ENSMUSG00000026126.15	protein_coding	+	-56
chr1	34462761	34463218	34462989	Ptpn18	ENSMUSG00000026126.15	protein_coding	+	3228
chr1	34472438	34473493	34472965	Gm28417	ENSMUSG00000100280.2	processed_transcript	-	-182
chr1	34801246	34802309	34801777	Arhgef4	ENSMUSG00000118272.1	protein_coding	+	-16
chr1	34842411	34843451	34842931	Fam168b	ENSMUSG00000037503.12	protein_coding	-	-133
chr1	34849740	34850909	34850324	Plekhb2	ENSMUSG00000026123.11	protein_coding	+	349
chr1	34851517	34852000	34851758	Plekhb2	ENSMUSG00000026123.11	protein_coding	+	1783
chr1	34867180	34867607	34867393	Plekhb2	ENSMUSG00000026123.11	protein_coding	+	17418
chr1	35754095	35754646	35754370	Gm25634	ENSMUSG00000064601.1	snRNA	+	-7231
chr1	36064793	36065271	36065032	Hs6st1	ENSMUSG00000045216.7	protein_coding	+	-3367
chr1	36068001	36068865	36068433	Hs6st1	ENSMUSG00000045216.7	protein_coding	+	34
chr1	36079629	36080174	36079901	Hs6st1	ENSMUSG00000045216.7	protein_coding	+	11502
chr1	36118044	36118749	36118396	Gm37335	ENSMUSG00000104523.1	antisense	-	11951
chr1	36129054	36129617	36129335	Gm33280	ENSMUSG00000102202.1	lincRNA	+	-2706
chr1	36134621	36134968	36134794	Gm33280	ENSMUSG00000102202.1	lincRNA	+	2753
chr1	36162648	36163147	36162897	Mir6897	ENSMUSG00000098752.1	miRNA	-	18585
chr1	36243784	36244567	36244175	Uggt1	ENSMUSG00000037470.14	protein_coding	-	-544
chr1	36252835	36253193	36253014	Uggt1	ENSMUSG00000037470.14	protein_coding	-	8295
chr1	36254623	36255530	36255076	Uggt1	ENSMUSG00000037470.14	protein_coding	-	10357
chr1	36255666	36256146	36255906	Uggt1	ENSMUSG00000037470.14	protein_coding	-	11187
chr1	36263918	36264708	36264313	Neurl3	ENSMUSG00000047180.8	protein_coding	-	-10365
chr1	36270593	36271075	36270834	Neurl3	ENSMUSG00000047180.8	protein_coding	-	-3844
chr1	36273047	36273721	36273384	Neurl3	ENSMUSG00000047180.8	protein_coding	-	-1294
chr1	36279173	36279726	36279449	Neurl3	ENSMUSG00000047180.8	protein_coding	-	4771
chr1	36303284	36303872	36303578	Arid5a	ENSMUSG00000037447.16	protein_coding	+	-4154
chr1	36307455	36308300	36307877	Arid5a	ENSMUSG00000037447.16	protein_coding	+	145
chr1	36324033	36324414	36324223	4930403P22Rik	ENSMUSG00000102762.1	lincRNA	+	-8484
chr1	36368492	36369517	36369004	Kansl3	ENSMUSG00000010453.12	protein_coding	-	-176
chr1	36444577	36445549	36445063	Lman2l	ENSMUSG00000001143.13	protein_coding	-	-207
chr1	36471090	36472249	36471669	Cnnm4	ENSMUSG00000037408.10	protein_coding	+	50
chr1	36492367	36492860	36492613	Gm47280	ENSMUSG00000106081.1	miRNA	+	-13948
chr1	36511380	36512563	36511971	Cnnm3	ENSMUSG00000001138.13	protein_coding	+	105
chr1	36539135	36539675	36539405	Gm42417	ENSMUSG00000109510.1	protein_coding	-	-23
chr1	36546762	36547714	36547238	Ankrd39	ENSMUSG00000079610.9	protein_coding	-	-206
chr1	36554529	36554975	36554752	D430040D24Rik	ENSMUSG00000087589.3	processed_transcript	+	-2948
chr1	36556488	36556952	36556720	D430040D24Rik	ENSMUSG00000087589.3	processed_transcript	+	-980
chr1	36557382	36558528	36557955	D430040D24Rik	ENSMUSG00000087589.3	processed_transcript	+	255
chr1	36564070	36564615	36564342	Sema4c	ENSMUSG00000026121.13	protein_coding	-	5994
chr1	36569700	36570183	36569941	Sema4c	ENSMUSG00000026121.13	protein_coding	-	11593
chr1	36571376	36572136	36571756	Sema4c	ENSMUSG00000026121.13	protein_coding	-	13408
chr1	36588939	36590316	36589627	Gm6428	ENSMUSG00000089906.1	processed_pseudogene	+	-12174
chr1	36596047	36596566	36596306	Gm6428	ENSMUSG00000089906.1	processed_pseudogene	+	-5495
chr1	36630091	36630950	36630520	Gm6428	ENSMUSG00000089906.1	processed_pseudogene	+	28719
chr1	36634767	36635311	36635039	Gm24133	ENSMUSG00000077939.1	miRNA	+	-28925
chr1	36684055	36684536	36684295	Fam178b	ENSMUSG00000046337.17	protein_coding	-	1113
chr1	36691094	36691998	36691546	Cox5b	ENSMUSG00000061518.11	protein_coding	+	98
chr1	36709456	36710298	36709877	4933424G06Rik	ENSMUSG00000102416.4	protein_coding	+	-271
chr1	36737317	36737679	36737498	Gm33533	ENSMUSG00000104237.1	lincRNA	-	-7293
chr1	36761528	36762038	36761783	Zap70	ENSMUSG00000026117.10	protein_coding	+	-14
chr1	36860416	36860955	36860685	Gm37506	ENSMUSG00000103016.1	TEC	-	-11359
chr1	36874763	36875607	36875185	Gm37506	ENSMUSG00000103016.1	TEC	-	3141
chr1	36914398	36914997	36914697	Gm38115	ENSMUSG00000102930.1	sense_intronic	-	-1841
chr1	36920100	36920783	36920441	Gm38115	ENSMUSG00000102930.1	sense_intronic	-	3903
chr1	36938928	36940257	36939592	Tmem131	ENSMUSG00000026116.11	protein_coding	-	-4073
chr1	37299555	37300460	37300007	Inpp4a	ENSMUSG00000026113.17	protein_coding	+	143
chr1	37401703	37402031	37401867	Coa5	ENSMUSG00000026112.7	protein_coding	-	-28235
chr1	37429496	37430537	37430016	Coa5	ENSMUSG00000026112.7	protein_coding	-	-86
chr1	37491619	37492126	37491872	Gm43213	ENSMUSG00000087233.1	processed_pseudogene	-	2891
chr1	37540536	37541544	37541040	Mgat4a	ENSMUSG00000026110.15	protein_coding	-	25
chr1	37585728	37586560	37586144	4930556I23Rik	ENSMUSG00000089767.1	antisense	+	-28114
chr1	37639078	37639525	37639301	4930470B04Rik	ENSMUSG00000104365.1	TEC	+	-21420
chr1	37719672	37720211	37719941	2010300C02Rik	ENSMUSG00000026090.16	protein_coding	-	-143
chr1	37864489	37865629	37865059	Gm26805	ENSMUSG00000097268.1	antisense	+	-239
chr1	37871755	37872577	37872166	Lipt1	ENSMUSG00000037216.5	protein_coding	+	429
chr1	37890004	37890799	37890401	Mitd1	ENSMUSG00000026088.15	protein_coding	-	-9
chr1	37996800	37997590	37997195	Txndc9	ENSMUSG00000058407.12	protein_coding	-	-697
chr1	37997774	37998717	37998245	Eif5b	ENSMUSG00000026083.12	protein_coding	+	236
chr1	38129026	38130329	38129677	Rev1	ENSMUSG00000026082.11	protein_coding	-	-123
chr1	38626923	38627907	38627415	Aff3	ENSMUSG00000037138.18	protein_coding	-	-37539
chr1	38987387	38988197	38987792	Pdcl3	ENSMUSG00000026078.10	protein_coding	+	2185
chr1	39105388	39105964	39105676	Gm37091	ENSMUSG00000103182.1	TEC	-	22339
chr1	39367539	39368473	39368006	Rpl31	ENSMUSG00000073702.11	protein_coding	+	165
chr1	39417701	39418309	39418005	Gm37265	ENSMUSG00000102607.1	TEC	-	-1926
chr1	39478241	39479125	39478683	Tbc1d8	ENSMUSG00000003134.10	protein_coding	-	-71
chr1	39525759	39526173	39525966	Gm24826	ENSMUSG00000104827.1	snoRNA	+	6434
chr1	39535384	39536346	39535865	Cnot11	ENSMUSG00000003135.15	protein_coding	+	874
chr1	39576436	39577779	39577107	Rnf149	ENSMUSG00000048234.13	protein_coding	-	-297
chr1	39650431	39651179	39650805	D930019O06Rik	ENSMUSG00000097083.1	antisense	+	630
chr1	39685833	39686257	39686045	Creg2	ENSMUSG00000050967.5	protein_coding	-	34572
chr1	39698381	39699182	39698781	Rfx8	ENSMUSG00000057173.8	protein_coding	-	-22215
chr1	39710461	39710970	39710715	Rfx8	ENSMUSG00000057173.8	protein_coding	-	-10281
chr1	39713697	39714739	39714218	Rfx8	ENSMUSG00000057173.8	protein_coding	-	-6778
chr1	39735629	39736695	39736162	Rfx8	ENSMUSG00000057173.8	protein_coding	-	15166
chr1	39761939	39762403	39762171	Rfx8	ENSMUSG00000057173.8	protein_coding	-	41175
chr1	39847005	39847445	39847225	1700066B17Rik	ENSMUSG00000101634.6	lincRNA	-	-108
chr1	39867903	39868534	39868218	1700066B17Rik	ENSMUSG00000101634.6	lincRNA	-	20885
chr1	39900204	39901660	39900932	Map4k4	ENSMUSG00000026074.15	protein_coding	+	20
chr1	39922636	39923199	39922917	Map4k4	ENSMUSG00000026074.15	protein_coding	+	22005
chr1	39936198	39936914	39936556	Map4k4	ENSMUSG00000026074.15	protein_coding	+	35644
chr1	39981911	39982661	39982286	4930456G14Rik	ENSMUSG00000102985.1	TEC	-	-68081
chr1	40085418	40086273	40085845	Gm16894	ENSMUSG00000097899.2	antisense	-	-5
chr1	40116396	40116822	40116609	Gm37347	ENSMUSG00000102975.1	TEC	+	28099
chr1	40139724	40140283	40140003	Gm37347	ENSMUSG00000102975.1	TEC	+	51493
chr1	40171823	40172357	40172090	Il1r1	ENSMUSG00000026072.12	protein_coding	+	-52989
chr1	40187875	40188466	40188170	Il1r1	ENSMUSG00000026072.12	protein_coding	+	-36909
chr1	40222612	40223076	40222844	Il1r1	ENSMUSG00000026072.12	protein_coding	+	-2235
chr1	40224746	40225342	40225044	Il1r1	ENSMUSG00000026072.12	protein_coding	+	-35
chr1	40266382	40267110	40266746	Gm38070	ENSMUSG00000103560.1	TEC	+	28727
chr1	40273485	40274074	40273779	Gm38070	ENSMUSG00000103560.1	TEC	+	35760
chr1	40275235	40275744	40275489	Gm38070	ENSMUSG00000103560.1	TEC	+	37470
chr1	40790211	40791083	40790647	Mfsd9	ENSMUSG00000041945.12	protein_coding	-	-39
chr1	42850968	42851799	42851383	Mrps9	ENSMUSG00000060679.14	protein_coding	+	151
chr1	43091840	43093071	43092455	8430432A02Rik	ENSMUSG00000041878.3	antisense	+	-132
chr1	43098281	43099195	43098738	AI597479	ENSMUSG00000010290.7	protein_coding	+	29
chr1	43139621	43140027	43139824	AI597479	ENSMUSG00000010290.7	protein_coding	+	41115
chr1	43163564	43164522	43164043	Gm8210	ENSMUSG00000094497.1	processed_pseudogene	+	-25112
chr1	43337102	43338005	43337553	Gm29040	ENSMUSG00000099576.1	lincRNA	-	34629
chr1	43445351	43446527	43445939	Nck2	ENSMUSG00000066877.11	protein_coding	+	1361
chr1	43474458	43475040	43474749	Gm37536	ENSMUSG00000103422.1	TEC	+	-13697
chr1	43530236	43531101	43530668	Gm38228	ENSMUSG00000103945.1	TEC	+	-29604
chr1	43827182	43828261	43827721	Uxs1	ENSMUSG00000057363.12	protein_coding	-	-78
chr1	43933419	43934466	43933942	Tpp2	ENSMUSG00000041763.14	protein_coding	+	296
chr1	44102004	44102799	44102401	Tex30	ENSMUSG00000026049.11	protein_coding	-	-39
chr1	44118499	44119151	44118825	Poglut2	ENSMUSG00000026047.13	protein_coding	-	18
chr1	44119176	44120207	44119691	Bivm	ENSMUSG00000041684.11	protein_coding	+	735
chr1	44147480	44148444	44147962	Ercc5	ENSMUSG00000026048.16	protein_coding	+	219
chr1	44551399	44552841	44552120	Gulp1	ENSMUSG00000056870.9	protein_coding	+	610
chr1	45794849	45795991	45795420	Wdr75	ENSMUSG00000025995.16	protein_coding	+	255
chr1	45925423	45926366	45925894	Slc40a1	ENSMUSG00000025993.10	protein_coding	-	-628
chr1	46852638	46854464	46853551	Gm28151	ENSMUSG00000100213.1	lincRNA	-	3073
chr1	51265832	51266394	51266113	Cavin2	ENSMUSG00000045954.7	protein_coding	+	-23012
chr1	51478082	51478937	51478509	Nabp1	ENSMUSG00000026107.11	protein_coding	-	85
chr1	51508994	51509498	51509246	Gm37535	ENSMUSG00000103424.1	TEC	-	-20122
chr1	51531368	51531742	51531555	Gm37535	ENSMUSG00000103424.1	TEC	-	2187
chr1	51596989	51597605	51597297	Gm17767	ENSMUSG00000099413.1	lincRNA	-	580
chr1	51671200	51671777	51671488	Gm17767	ENSMUSG00000099413.1	lincRNA	-	74771
chr1	51747410	51747925	51747667	Gm28055	ENSMUSG00000101741.1	lincRNA	-	725
chr1	51780238	51780870	51780554	Gm28055	ENSMUSG00000101741.1	lincRNA	-	33612
chr1	51871249	51871695	51871472	Gm28323	ENSMUSG00000100313.1	sense_intronic	-	-8135
chr1	51893492	51894023	51893757	Gm28323	ENSMUSG00000100313.1	sense_intronic	-	14150
chr1	51911260	51911770	51911515	Myo1b	ENSMUSG00000018417.14	protein_coding	-	-4555
chr1	51914933	51915392	51915162	Myo1b	ENSMUSG00000018417.14	protein_coding	-	-908
chr1	51915553	51916242	51915897	Myo1b	ENSMUSG00000018417.14	protein_coding	-	-173
chr1	51934271	51934998	51934634	Gm8419	ENSMUSG00000100696.1	processed_pseudogene	-	-4030
chr1	52113435	52114139	52113787	Gm31812	ENSMUSG00000109599.1	lincRNA	-	37
chr1	52118888	52120111	52119499	Stat1	ENSMUSG00000026104.14	protein_coding	+	60
chr1	52158558	52159214	52158886	Gm18301	ENSMUSG00000099569.1	unprocessed_pseudogene	-	23557
chr1	52166628	52167194	52166911	Gm18301	ENSMUSG00000099569.1	unprocessed_pseudogene	-	31582
chr1	52232167	52233768	52232967	Gls	ENSMUSG00000026103.14	protein_coding	-	-264
chr1	52331409	52331780	52331594	Gm5975	ENSMUSG00000099648.1	processed_pseudogene	-	42500
chr1	52354094	52354776	52354435	Gm5975	ENSMUSG00000099648.1	processed_pseudogene	-	65341
chr1	52499786	52501034	52500410	Nab1	ENSMUSG00000002881.14	protein_coding	-	-268
chr1	52630393	52631341	52630867	Nemp2	ENSMUSG00000043015.15	protein_coding	+	165
chr1	52726440	52727586	52727013	Mfsd6	ENSMUSG00000041439.15	protein_coding	-	-448
chr1	52816885	52817988	52817436	Inpp1	ENSMUSG00000026102.9	protein_coding	-	-251
chr1	52844614	52845375	52844994	Hibch	ENSMUSG00000041426.12	protein_coding	+	66
chr1	53296646	53297418	53297032	Pms1	ENSMUSG00000026098.13	protein_coding	-	15
chr1	53313277	53314017	53313647	Osgepl1	ENSMUSG00000026096.14	protein_coding	+	24
chr1	53352350	53353051	53352700	Gm28551	ENSMUSG00000099913.1	protein_coding	-	34
chr1	53784750	53785540	53785145	Stk17b	ENSMUSG00000026094.14	protein_coding	-	-78
chr1	53850799	53851323	53851061	Mir7681	ENSMUSG00000098443.1	miRNA	+	1638
chr1	53851336	53851761	53851548	Mir7681	ENSMUSG00000098443.1	miRNA	+	2125
chr1	53940122	53940715	53940418	Gm24251	ENSMUSG00000087949.1	snRNA	-	53478
chr1	53945704	53946237	53945970	Gm24251	ENSMUSG00000087949.1	snRNA	-	59030
chr1	53978190	53978947	53978568	Gm24251	ENSMUSG00000087949.1	snRNA	-	91628
chr1	53993862	53994322	53994092	Gm24251	ENSMUSG00000087949.1	snRNA	-	107152
chr1	54003253	54003671	54003462	Gm24251	ENSMUSG00000087949.1	snRNA	-	116522
chr1	54015517	54016153	54015835	Gm24251	ENSMUSG00000087949.1	snRNA	-	128895
chr1	54039082	54039447	54039264	Gm37633	ENSMUSG00000102868.1	TEC	-	-115831
chr1	54046868	54047291	54047079	Gm37633	ENSMUSG00000102868.1	TEC	-	-108016
chr1	54250430	54251091	54250760	Ccdc150	ENSMUSG00000025983.11	protein_coding	+	78
chr1	54438626	54439225	54438925	Gtf3c3	ENSMUSG00000041303.7	protein_coding	-	-45
chr1	54557135	54558193	54557664	Pgap1	ENSMUSG00000073678.4	protein_coding	-	-19
chr1	54684115	54684839	54684477	4930444A19Rik	ENSMUSG00000101674.6	antisense	+	2749
chr1	54690299	54691041	54690670	4930444A19Rik	ENSMUSG00000101674.6	antisense	+	8942
chr1	54740885	54741553	54741219	Gm37370	ENSMUSG00000102503.1	TEC	-	2645
chr1	54826233	54827193	54826713	Gm24053	ENSMUSG00000089245.1	miRNA	+	57496
chr1	54912253	54912723	54912488	A130048G24Rik	ENSMUSG00000102642.1	TEC	-	-4105
chr1	54925507	54926791	54926149	Ankrd44	ENSMUSG00000052331.14	protein_coding	-	-237
chr1	55026905	55027879	55027392	Sf3b1	ENSMUSG00000025982.13	protein_coding	-	-88
chr1	55028859	55029243	55029051	Sf3b1	ENSMUSG00000025982.13	protein_coding	-	1571
chr1	55052254	55053384	55052819	Coq10b	ENSMUSG00000025981.13	protein_coding	+	50
chr1	55087280	55088695	55087987	Hspe1	ENSMUSG00000073676.4	protein_coding	+	-144
chr1	55130842	55131873	55131357	Mob4	ENSMUSG00000025979.13	protein_coding	+	127
chr1	55193306	55193879	55193592	Gm6822	ENSMUSG00000061863.6	processed_pseudogene	-	32540
chr1	55215389	55215977	55215683	Gm10561	ENSMUSG00000097649.2	antisense	+	-10567
chr1	55221311	55221742	55221526	Gm10561	ENSMUSG00000097649.2	antisense	+	-4724
chr1	55236899	55237574	55237236	Mars2	ENSMUSG00000046994.9	protein_coding	+	60
chr1	55363250	55364031	55363640	Boll	ENSMUSG00000025977.15	protein_coding	-	172
chr1	55383145	55383500	55383322	Gm8531	ENSMUSG00000101085.1	processed_pseudogene	-	1236
chr1	57377329	57378262	57377795	1700066M21Rik	ENSMUSG00000038323.3	protein_coding	+	176
chr1	57406119	57407114	57406616	Maip1	ENSMUSG00000025971.6	protein_coding	+	289
chr1	57428943	57429266	57429104	Gm22371	ENSMUSG00000077776.1	snoRNA	-	6732
chr1	57773981	57775542	57774761	Spats2l	ENSMUSG00000038305.15	protein_coding	+	600
chr1	57849864	57850300	57850082	Gm17234	ENSMUSG00000091283.1	antisense	-	-67028
chr1	57852526	57853203	57852864	Gm17234	ENSMUSG00000091283.1	antisense	-	-64246
chr1	57868566	57869062	57868814	Gm17234	ENSMUSG00000091283.1	antisense	-	-48296
chr1	57890178	57890956	57890567	Gm17234	ENSMUSG00000091283.1	antisense	-	-26543
chr1	57969508	57970411	57969959	Sgo2a	ENSMUSG00000026039.9	protein_coding	+	-26011
chr1	57995614	57996237	57995925	Sgo2a	ENSMUSG00000026039.9	protein_coding	+	-45
chr1	58029520	58030455	58029987	Aox1	ENSMUSG00000063558.4	protein_coding	+	57
chr1	58392504	58393866	58393185	Bzw1	ENSMUSG00000051223.14	protein_coding	+	288
chr1	58423342	58424386	58423864	Clk1	ENSMUSG00000026034.17	protein_coding	-	-201
chr1	58445036	58445875	58445455	Ppil3	ENSMUSG00000026035.15	protein_coding	-	-30
chr1	58504570	58505302	58504936	Orc2	ENSMUSG00000026037.14	protein_coding	-	-172
chr1	58603712	58604083	58603897	Ndufb3	ENSMUSG00000026032.8	protein_coding	+	17514
chr1	58652366	58653348	58652857	Gm20257	ENSMUSG00000102059.1	transcribed_unprocessed_pseudogene	+	217
