PeakID	Annotation
chr9:64340255-64341376:713	promoter
chr5:148928365-148929291:632	promoter
chr4:118408990-118409576:266	promoter
chr7:46710345-46710871:337	promoter
chr11:101937130-101937603:75	enhancer
chr2:121806413-121807408:169	promoter
chr1:74332221-74333009:234	promoter
chr5:137600227-137601339:529	promoter
chr1:64956433-64956958:363	promoter
chr5:76303693-76305311:262	promoter
chr3:130729858-130730771:257	promoter
chr18:44828290-44829143:234	promoter
chr9:109073670-109074458:461	promoter
chr9:54950494-54951325:542	promoter
chr1:152624592-152625395:596	promoter
chr9:37552494-37552926:251	promoter
chr5:66675994-66676894:747	promoter
chr11:17158881-17159925:362	promoter
chr3:127408618-127409232:400	promoter
chr11:75178532-75179316:323	promoter
chr8:104602636-104603219:253	enhancer
chr10:13739830-13740190:236	enhancer
chr14:26969843-26970894:728	promoter
chr4:86669766-86670278:285	promoter
chr19:8818946-8820867:1029	promoter
chr2:52944669-52945114:151	enhancer
chr9:44772707-44773577:206	promoter
chr17:32320426-32321833:1150	promoter
chr14:93890633-93891291:155	promoter
chr10:81059784-81060533:353	promoter
chr9:59551552-59552161:368	enhancer
chr10:116580949-116582339:993	promoter
chr7:19822397-19823069:442	promoter
chr2:33430873-33431730:489	promoter
chr19:8897862-8898483:188	promoter
chr11:94521155-94521875:615	promoter
chr4:46086616-46088279:597	enhancer
chr2:73528870-73529976:1005	promoter
chr5:32345816-32346587:571	enhancer
chr15:97824998-97825578:192	enhancer
chr4:116877026-116878131:201	promoter
chr1:88701597-88702625:852	promoter
chr14:61647912-61649401:479	promoter
chr1:161070319-161071191:106	promoter
chr17:31276696-31277610:653	promoter
chr11:3963569-3964292:415	promoter
